time_centers	BBHG_tser_numbconc	BBHG_tser_massconc		
6/15/2010 04:30:24	0.139016	0.000496282		
6/15/2010 04:31:24				
6/15/2010 04:32:24				
6/15/2010 04:33:24				
6/15/2010 04:34:24				
6/15/2010 04:35:24				
6/15/2010 04:36:24				
6/15/2010 04:37:24				
6/15/2010 04:38:24				
6/15/2010 04:39:24	2.71096	0.00771625		
6/15/2010 04:40:24	0.135467	0.000343522		
6/15/2010 04:41:24				
6/15/2010 04:42:24				
6/15/2010 04:43:24				
6/15/2010 04:44:24				
6/15/2010 04:45:24				
6/15/2010 04:46:24				
6/15/2010 04:47:24				
6/15/2010 04:48:24				
6/15/2010 04:49:24	2.46563	0.00754568		
6/15/2010 04:50:24	0.107564	0.00018626		
6/15/2010 04:51:24				
6/15/2010 04:52:24				
6/15/2010 04:53:24				
6/15/2010 04:54:24				
6/15/2010 04:55:24				
6/15/2010 04:56:24				
6/15/2010 04:57:24				
6/15/2010 04:58:24				
6/15/2010 04:59:24	2.23172	0.00457488		
6/15/2010 05:00:24	0.130152	0.000399822		
6/15/2010 05:01:24				
6/15/2010 05:02:24				
6/15/2010 05:03:24				
6/15/2010 05:04:24				
6/15/2010 05:05:24				
6/15/2010 05:06:24				
6/15/2010 05:07:24				
6/15/2010 05:08:24				
6/15/2010 05:09:24	3.24349	0.00663555		
6/15/2010 05:10:24	0.155501	3.08E-04		
6/15/2010 05:11:24				
6/15/2010 05:12:24				
6/15/2010 05:13:24				
6/15/2010 05:14:24				
6/15/2010 05:15:24				
6/15/2010 05:16:24				
6/15/2010 05:17:24				
6/15/2010 05:18:24				
6/15/2010 05:19:24	2.26517	0.00387041		
6/15/2010 05:20:24	0.114442	0.000222849		
6/15/2010 05:21:24				
6/15/2010 05:22:24				
6/15/2010 05:23:24				
6/15/2010 05:24:24				
6/15/2010 05:25:24				
6/15/2010 05:26:24				
6/15/2010 05:27:24				
6/15/2010 05:28:24				
6/15/2010 05:29:24	1.28652	0.00269994		
6/15/2010 05:30:24	0.0925764	0.000186102		
6/15/2010 05:31:24				
6/15/2010 05:32:24				
6/15/2010 05:33:24				
6/15/2010 05:34:24				
6/15/2010 05:35:24				
6/15/2010 05:36:24				
6/15/2010 05:37:24				
6/15/2010 05:38:24				
6/15/2010 05:39:24	1.74943	0.0037568		
6/15/2010 05:40:24	0.116113	1.89E-04		
6/15/2010 05:41:24				
6/15/2010 05:42:24				
6/15/2010 05:43:24				
6/15/2010 05:44:24				
6/15/2010 05:45:24				
