time centers	number conc comb	mass conc comb	number conc BBHG	mass conc BBHG	number conc BBLG	mass conc BBLG	"this is for 20120601 sp244 using calib ID 8,9 (linear fits) with AD corr added, file x001-x013"																						
6-1-2012 04:41:30	1.00022	0.00173456	1.00022	0.00173456	1.00022	0.00178089																							
6-1-2012 04:42:30	0.933209	0.00178988	0.933209	0.00178988	0.933209	0.00180538																							
6-1-2012 04:43:30	1.07027	0.00230969	1.07027	0.00193127	1.07027	0.00233876																							
6-1-2012 04:44:30	0.733562	0.000715876	0.733562	0.000715876	0.733562	0.000743994																							
6-1-2012 04:45:30	0.7334	0.00379729	0.7334	0.00270055	0.7334	0.00381419																							
6-1-2012 04:46:30	1.32839	0.00224999	1.32839	0.00224999	1.19555	0.00229697																							
6-1-2012 04:47:30	1.00276	0.00369104	1.00276	0.00284128	1.00276	0.00373005																							
6-1-2012 04:48:30	0.867143	0.00116766	0.867143	0.00116766	0.867143	0.00118661																							
6-1-2012 04:49:30	1.33305	0.0017024	1.33305	0.0017024	1.33305	0.00173315																							
6-1-2012 04:50:30	0.867486	0.001161	0.867486	0.001161	0.867486	0.00117887																							
6-1-2012 04:51:30	1.06612	0.00164484	1.06612	0.00164484	1.06612	0.00168205																							
6-1-2012 04:52:30	0.866888	0.00415556	0.866888	0.00305916	0.866888	0.00417868																							
6-1-2012 04:53:30	1.06636	0.00343381	1.06636	0.00313299	1.06636	0.00349385																							
6-1-2012 04:54:30	0.933252	0.00264999	0.933252	0.00227473	0.933252	0.00267032																							
6-1-2012 04:55:30	0.733423	0.000992376	0.733423	0.000992376	0.733423	0.00101621																							
6-1-2012 04:56:30	1.06663	0.00164133	1.06663	0.00164133	1.06663	0.00165951																							
6-1-2012 04:57:30	0.866748	0.000714456	0.866748	0.000714456	0.866748	0.000740347																							
6-1-2012 04:58:30	0.666717	0.000995896	0.666717	0.000995896	0.666717	0.000998454																							
6-1-2012 04:59:30	0.733486	0.000786231	0.733486	0.000786231	0.733486	0.000814904																							
6-1-2012 05:00:30	1.19558	0.0012393	1.19558	0.0012393	1.06274	0.00127041																							
6-1-2012 05:01:30	0.936243	0.00284097	0.936243	0.00284097	0.936243	0.00285856																							
6-1-2012 05:02:30	1.13408	0.00261911	1.13408	0.00187298	1.13408	0.00266189																							
6-1-2012 05:03:30	0.799885	0.00318978	0.799885	0.00262174	0.799885	0.00320849																							
6-1-2012 05:04:30	0.599884	0.000720512	0.599884	0.000720512	0.599884	0.000751204																							
6-1-2012 05:05:30	0.733506	0.000913721	0.733506	0.000913721	0.733506	0.000938042																							
6-1-2012 05:06:30	0.93298	0.0011619	0.93298	0.0011619	0.93298	0.00117941																							
6-1-2012 05:07:30	0.733439	0.0029331	0.733439	0.00255492	0.733439	0.00295562																							
6-1-2012 05:08:30	0.866811	0.00102549	0.866811	0.00102549	0.866811	0.00105826																							
6-1-2012 05:09:30	0.933559	0.00276397	0.933559	0.00276397	0.933559	0.00279791																							
6-1-2012 05:10:30	1.13303	0.00251275	1.13303	0.00251275	1.13303	0.00256509																							
6-1-2012 05:11:30	1.26561	0.00132477	1.26561	0.00132477	1.26561	0.00136928																							
6-1-2012 05:12:30	0.867268	0.00111353	0.867268	0.00111353	0.800555	0.00113175																							
6-1-2012 05:13:30	0.867146	0.00176528	0.867146	0.00176528	0.867146	0.00178662																							
6-1-2012 05:14:30	0.799798	0.000820964	0.799798	0.000820964	0.799798	0.000832562																							
6-1-2012 05:15:30	0.866379	0.0014894	0.866379	0.0014894	0.866379	0.00150199																							
6-1-2012 05:16:30	0.666154	0.000573473	0.666154	0.000573473	0.666154	0.000583744																							
6-1-2012 05:17:30	0.933958	0.000949078	0.933958	0.000949078	0.933958	0.000971234																							
6-1-2012 05:18:30	1.13311	0.00145323	1.13311	0.00145323	1.13311	0.00149194																							
6-1-2012 05:19:30	0.666887	0.000787768	0.666887	0.000787768	0.666887	0.000800045																							
6-1-2012 05:20:30	0.997157	0.00307229	0.997157	0.00208577	0.997157	0.00309376																							
6-1-2012 05:21:30	0.7355	0.00092931	0.7355	0.00092931	0.668636	0.000946857																							
6-1-2012 05:22:30	0.999795	0.00182806	0.999795	0.00182806	1.06645	0.00189162																							
6-1-2012 05:23:30	0.86704	0.00334006	0.86704	0.00276165	0.86704	0.00336869																							
6-1-2012 05:24:30	1.26624	0.00181208	1.26624	0.00181208	1.26624	0.00185973																							
6-1-2012 05:25:30	0.866661	0.00102517	0.866661	0.00102517	0.866661	0.00103241																							
6-1-2012 05:26:30	1.00001	0.00424444	1.00001	0.00333365	1.00001	0.00430282																							
6-1-2012 05:27:30	0.799907	0.000876773	0.799907	0.000876773	0.799907	0.000897139																							
6-1-2012 05:28:30	0.600104	0.000928674	0.600104	0.000928674	0.600104	0.000933082																							
6-1-2012 05:29:30	0.866669	0.000944932	0.866669	0.000944932	0.866669	0.000972807																							
6-1-2012 05:30:30	0.732918	0.000756931	0.732918	0.000756931	0.732918	0.00078516																							
6-1-2012 05:31:30	0.600186	0.000594962	0.600186	0.000594962	0.600186	0.0006185																							
6-1-2012 05:32:30	0.666787	0.000982554	0.666787	0.000982554	0.666787	0.00100764																							
6-1-2012 05:33:30	0.933344	0.00198407	0.933344	0.00198407	0.933344	0.00204791																							
6-1-2012 05:34:30	0.866601	0.00153274	0.866601	0.00153274	0.866601	0.00155129																							
6-1-2012 05:35:30	0.599954	0.00188244	0.599954	0.00188244	0.599954	0.00193214																							
6-1-2012 05:36:30	0.867096	0.00702778	0.867096	0.00306552	0.867096	0.00704156																							
6-1-2012 05:37:30	0.929758	0.00186384	0.929758	0.00186384	0.929758	0.00189345																							
6-1-2012 05:38:30	0.669186	0.000564796	0.669186	0.000564796	0.669186	0.000577247																							
6-1-2012 05:39:30	1.39517	0.00179636	1.39517	0.00179636	1.39517	0.00183708																							
6-1-2012 05:40:30	1.27073	0.0015882	1.27073	0.0015882	1.27073	0.00160849																							
6-1-2012 05:41:30	0.866444	0.00147832	0.866444	0.00147832	0.866444	0.00150579																							
6-1-2012 05:42:30	1.06685	0.00205139	1.06685	0.00205139	1.00017	0.00207206																							
6-1-2012 05:43:30	0.666862	0.00133795	0.666862	0.00133795	0.666862	0.00135108																							
6-1-2012 05:44:30	0.933182	0.00125703	0.933182	0.00125703	0.933182	0.00127684																							
6-1-2012 05:45:30	1.0634	0.00217181	1.0634	0.00217181	1.0634	0.00219294																							
6-1-2012 05:46:30	0.935937	0.0034582	0.935937	0.00323846	0.935937	0.0035036																							
6-1-2012 05:47:30	0.600212	0.000647544	0.600212	0.000647544	0.600212	0.000663338																							
6-1-2012 05:48:30	0.8667	0.00122046	0.8667	0.00122046	0.8667	0.00123873																							
6-1-2012 05:49:30	1.32843	0.00193472	1.32843	0.00196647	1.32843	0.00197579																							
6-1-2012 05:50:30	0.668809	0.00302864	0.668809	0.00301196	0.668809	0.00302967																							
6-1-2012 05:51:30	0.733709	0.00267032	0.733709	0.00267389	0.733709	0.00267651																							
6-1-2012 05:52:30	0.93329	0.00353395	0.93329	0.00319044	0.93329	0.00356115																							
6-1-2012 05:53:30	0.86656	0.00493774	0.86656	0.00335916	0.86656	0.00496568																							
6-1-2012 05:54:30	0.800165	0.00121676	0.800165	0.00121676	0.800165	0.00124112																							
6-1-2012 05:55:30	0.733244	0.00138909	0.733244	0.00138909	0.733244	0.00142034																							
6-1-2012 05:56:30	1.59919	0.00372872	1.59919	0.00372872	1.59919	0.00375223																							
6-1-2012 05:57:30	1.66736	0.00482674	1.66736	0.00443727	1.60066	0.00490243																							
6-1-2012 05:58:30	1.46715	0.00384673	1.46715	0.00384673	1.46715	0.00384856																							
6-1-2012 05:59:30	0.732918	0.00134588	0.732918	0.00134588	0.732918	0.00136655																							
6-1-2012 06:00:30	0.933399	0.00198891	0.933399	0.00198891	0.933399	0.00200659																							
6-1-2012 06:01:30	1.33333	0.0017975	1.33333	0.0017975	1.33333	0.00183379																							
6-1-2012 06:02:30	1.13365	0.00722764	1.13365	0.00263505	1.13365	0.00725264																							
6-1-2012 06:03:30	0.863906	0.00257091	0.863906	0.00257091	0.863906	0.00261389																							
6-1-2012 06:04:30	0.936224	0.00152395	0.936224	0.00152395	0.936224	0.00153623																							
6-1-2012 06:05:30	1.26691	0.00616287	1.26691	0.00402338	1.26691	0.00619424																							
6-1-2012 06:06:30	0.866928	0.00239534	0.866928	0.00239534	0.866928	0.00241152																							
6-1-2012 06:07:30	0.666326	0.00125192	0.666326	0.00125192	0.666326	0.00126827																							
6-1-2012 06:08:30	1.00015	0.00138311	1.00015	0.00138311	1.00015	0.001421																							
6-1-2012 06:09:30	0.866769	0.0025221	0.866769	0.0017538	0.866769	0.00253821																							
6-1-2012 06:10:30	0.400065	0.00115208	0.400065	0.00115208	0.400065	0.00115827																							
6-1-2012 06:11:30	0.866386	0.00175525	0.866386	0.00175525	0.866386	0.00179422																							
6-1-2012 06:12:30	0.866844	0.00134192	0.866844	0.00134192	0.866844	0.00135829																							
6-1-2012 06:13:30	0.733508	0.00136895	0.733508	0.00136895	0.733508	0.0013742																							
6-1-2012 06:14:30	0.730766	0.000717095	0.730766	0.000717095	0.730766	0.000732608																							
6-1-2012 06:15:30	0.466576	0.000543681	0.466576	0.000543681	0.466576	0.000557267																							
6-1-2012 06:16:30	0.666702	0.00321851	0.666702	0.00312261	0.666702	0.00324966																							
6-1-2012 06:17:30	0.869851	0.00161085	0.869851	0.00161085	0.869851	0.0016181																							
6-1-2012 06:18:30	0.730991	0.00115983	0.730991	0.00115983	0.730991	0.00117674																							
6-1-2012 06:19:30	0.401263	0.000702441	0.401263	0.000702441	0.401263	0.000706397																							
6-1-2012 06:20:30	0.731093	0.00117333	0.731093	0.00117333	0.731093	0.00118563																							
6-1-2012 06:21:30	0.401375	0.00124587	0.401375	0.0012411	0.401375	0.00126082																							
6-1-2012 06:22:30	1.06634	0.00163308	1.06634	0.00163308	1.06634	0.00165068																							
6-1-2012 06:23:30	0.600101	0.000718692	0.600101	0.000718692	0.600101	0.000744237																							
6-1-2012 06:24:30	0.599998	0.00113517	0.599998	0.00113517	0.599998	0.00115344																							
6-1-2012 06:25:30	0.86646	0.00132705	0.86646	0.00132705	0.86646	0.00135706																							
6-1-2012 06:26:30	0.866565	0.00203096	0.866565	0.00203096	0.866565	0.00205861																							
6-1-2012 06:27:30	1.06695	0.00210831	1.06695	0.00210831	1.06695	0.00211882																							
6-1-2012 06:28:30	0.533344	0.000994396	0.533344	0.000994396	0.533344	0.00100712																							
6-1-2012 06:29:30	0.666919	0.000883806	0.666919	0.000883806	0.666919	0.000900469																							
6-1-2012 06:30:30	0.996742	0.00340394	0.996742	0.00340045	0.996742	0.00343141																							
6-1-2012 06:31:30	0.468152	0.0017292	0.468152	0.00128564	0.468152	0.00174013																							
6-1-2012 06:32:30	0.662332	0.000720341	0.662332	0.000720341	0.662332	0.000736224																							
6-1-2012 06:33:30	0.47006	0.000681531	0.47006	0.000681531	0.47006	0.000697251																							
6-1-2012 06:34:30	0.468233	0.00116808	0.468233	0.00116808	0.468233	0.00118067																							
6-1-2012 06:35:30	0.863488	0.00148168	0.863488	0.00148168	0.863488	0.00151379																							
6-1-2012 06:36:30	0.799778	0.000873958	0.799778	0.000873958	0.799778	0.000890991																							
6-1-2012 06:37:30	1.33877	0.00180977	1.33877	0.00180977	1.33877	0.00183304																							
6-1-2012 06:38:30	1.33278	0.00414866	1.33278	0.00301896	1.33278	0.00417335																							
6-1-2012 06:39:30	2.25164	0.00203416	2.25164	0.00203416	2.25164	0.00208049																							
6-1-2012 06:40:30	1.61066	0.00166574	1.61066	0.00166574	1.61066	0.00170494																							
6-1-2012 06:41:30	1.39987	0.00222526	1.39987	0.00222526	1.39987	0.00224526																							
6-1-2012 06:42:30	2.26659	0.0038316	2.26659	0.00351725	2.26659	0.00387597																							
6-1-2012 06:43:30	1.7998	0.00199871	1.7998	0.00199871	1.7998	0.00203425																							
6-1-2012 06:44:30	2.59977	0.00359631	2.59977	0.00359631	2.59977	0.00365525																							
6-1-2012 06:45:30	1.86703	0.00163554	1.86703	0.00163554	1.86703	0.00168331																							
6-1-2012 06:46:30	2.3336	0.00291121	2.3336	0.00291121	2.26693	0.00295225																							
6-1-2012 06:47:30	3.8001	0.00584769	3.8001	0.00505941	3.8001	0.0059332																							
6-1-2012 06:48:30	5.40022	0.00541842	5.40022	0.00541842	5.40022	0.00556308																							
6-1-2012 06:49:30	4.71837	0.0058648	4.71837	0.0058648	4.71837	0.0059711																							
6-1-2012 06:50:30	5.55021	0.00891721	5.55021	0.00844659	5.55021	0.00902371																							
6-1-2012 06:51:30	6.13404	0.00550665	6.13404	0.00550665	6.13404	0.00563325																							
6-1-2012 06:52:30	4.71706	0.00611211	4.71706	0.00552037	4.71706	0.00623205																							
6-1-2012 06:53:30	4.88415	0.00652783	4.88415	0.00652783	4.88415	0.0066337																							
6-1-2012 06:54:30	6.06535	0.0195816	6.06535	0.0103045	5.9987	0.019689																							
6-1-2012 06:55:30	5.80125	0.00993507	5.80125	0.00900898	5.80125	0.0100506																							
6-1-2012 06:56:30	5.06738	0.00594809	5.06738	0.00594809	5.06738	0.00604837																							
6-1-2012 06:57:30	4.58401	0.00769847	4.58401	0.00689212	4.58401	0.0077907																							
6-1-2012 06:58:30	5.01551	0.0066517	5.01551	0.0066517	5.01551	0.00677359																							
6-1-2012 06:59:30	4.38499	0.00724416	4.38499	0.00659614	4.38499	0.00735638																							
6-1-2012 07:00:30	4.00096	0.00496887	4.00096	0.00496887	4.00096	0.00505694																							
6-1-2012 07:01:30	3.86598	0.00769757	3.86598	0.00755705	3.86598	0.00776453																							
6-1-2012 07:02:30	3.81197	0.00432401	3.81197	0.00432401	3.81197	0.0044089																							
6-1-2012 07:03:30	4.06768	0.0063437	4.06768	0.00634922	4.06768	0.00642186																							
6-1-2012 07:04:30	3.65445	0.00529514	3.65445	0.00529514	3.65445	0.00536551																							
6-1-2012 07:05:30	3.60052	0.00563454	3.60052	0.0055756	3.60052	0.0057015																							
6-1-2012 07:06:30	4.01222	0.00527069	4.01222	0.00527069	4.01222	0.00535361																							
6-1-2012 07:07:30	5.91564	0.0118088	5.91564	0.00788466	5.91564	0.011937																							
6-1-2012 07:08:30	3.9476	0.00492789	3.9476	0.00464236	3.9476	0.00503538																							
6-1-2012 07:09:30	2.6664	0.00374658	2.6664	0.00374658	2.59974	0.00380274																							
6-1-2012 07:10:30	1.99305	0.00187992	1.99305	0.00187992	1.99305	0.00193728																							
6-1-2012 07:11:30	2.12637	0.00420162	2.12637	0.00420162	2.12637	0.00425233																							
6-1-2012 07:12:30	1.13718	0.00156676	1.13718	0.00156676	1.13718	0.00159942																							
6-1-2012 07:13:30	1.7997	0.00200348	1.7997	0.00200348	1.7997	0.0020457																							
6-1-2012 07:14:30	1.86723	0.00258021	1.86723	0.00258021	1.86723	0.00259222																							
6-1-2012 07:15:30	1.52327	0.00167713	1.52327	0.00167713	1.52327	0.00171622																							
6-1-2012 07:16:30	1.81749	0.00225123	1.81749	0.00225123	1.81749	0.00227431																							
6-1-2012 07:17:30	1.13364	0.00110872	1.13364	0.00110872	1.13364	0.00113302																							
6-1-2012 07:18:30	1.2001	0.00179697	1.2001	0.00179697	1.2001	0.00182436																							
6-1-2012 07:19:30	0.929995	0.00178244	0.929995	0.00178244	0.929995	0.00179481																							
6-1-2012 07:20:30	0.86928	0.00148355	0.86928	0.00148355	0.86928	0.00150146																							
6-1-2012 07:21:30	0.73098	0.00093702	0.73098	0.00093702	0.73098	0.000943648																							
6-1-2012 07:22:30	0.864186	0.000901681	0.864186	0.000901681	0.864186	0.00092399																							
6-1-2012 07:23:30	0.469814	0.00042351	0.469814	0.00042351	0.469814	0.0004427																							
6-1-2012 07:24:30	0.597753	0.0035553	0.597753	0.0020021	0.597753	0.00356566																							
6-1-2012 07:25:30	1.07053	0.00502035	1.07053	0.003437	1.07053	0.00502696																							
6-1-2012 07:26:30	4.19726	0.00634233	4.19726	0.00634233	4.13064	0.00639202																							
6-1-2012 07:27:30	3.66827	0.00348679	3.66827	0.00348679	3.66827	0.00359254																							
6-1-2012 07:28:30	5.4652	0.00579032	5.4652	0.00579032	5.4652	0.00591093																							
6-1-2012 07:29:30	3.79974	0.00313217	3.79974	0.00313217	3.79974	0.00323606																							
6-1-2012 07:30:30	14.339	0.0164292	14.339	0.0164292	14.339	0.0167192																							
6-1-2012 07:31:30	15.7999	0.0192373	15.7999	0.0189145	15.7333	0.0196414																							
6-1-2012 07:32:30	11.2637	0.0130239	11.2637	0.0125788	11.2637	0.0133022																							
6-1-2012 07:33:30	9.33027	0.0102901	9.33027	0.0102901	9.33027	0.010533																							
6-1-2012 07:34:30	9.1354	0.0113685	9.1354	0.0113685	9.1354	0.0115723																							
6-1-2012 07:35:30	4.98323	0.00537732	4.98323	0.00537732	4.98323	0.00548123																							
6-1-2012 07:36:30	5.68635	0.00947288	5.68635	0.00939614	5.68635	0.00962334																							
6-1-2012 07:37:30	2.98037	0.00287108	2.98037	0.00287108	2.98037	0.0029438																							
6-1-2012 07:38:30	1.61043	0.00159999	1.61043	0.00159999	1.61043	0.00163782																							
6-1-2012 07:39:30	2.17896	0.00407782	2.17896	0.00393838	2.17896	0.00411733																							
6-1-2012 07:40:30	1.34652	0.00739248	1.34652	0.0026014	1.34652	0.00742558																							
6-1-2012 07:41:30	1.46156	0.00211494	1.46156	0.00211494	1.46156	0.00214021																							
6-1-2012 07:42:30	1.86036	0.00258948	1.86036	0.00258948	1.86036	0.00263828																							
6-1-2012 07:43:30	1.40447	0.00177987	1.40447	0.00177987	1.40447	0.00179679																							
6-1-2012 07:44:30	1.87315	0.00228757	1.87315	0.00228757	1.87315	0.00231607																							
6-1-2012 07:45:30	3.66623	0.00398947	3.66623	0.00398947	3.66623	0.00407956																							
6-1-2012 07:46:30	3.06753	0.00236588	3.06753	0.00236588	3.06753	0.00245061																							
6-1-2012 07:47:30	3.7328	0.00427857	3.7328	0.00427857	3.7328	0.00435523																							
6-1-2012 07:48:30	3.3345	0.00539432	3.3345	0.00526677	3.3345	0.00546949																							
6-1-2012 07:49:30	3.18689	0.00392425	3.18689	0.00392425	3.18689	0.00398771																							
6-1-2012 07:50:30	2.07475	0.00288428	2.07475	0.00288428	2.07475	0.00292661																							
6-1-2012 07:51:30	2.66579	0.00159837	2.66579	0.00159837	2.66579	0.00168529																							
6-1-2012 07:52:30	1.84252	0.00179408	1.84252	0.00179408	1.84252	0.0018403																							
6-1-2012 07:53:30	1.41943	0.00170378	1.41943	0.00170378	1.41943	0.00172613																							
6-1-2012 07:54:30	2.53294	0.00550716	2.53294	0.00422188	2.53294	0.0055588																							
6-1-2012 07:55:30	1.66672	0.00167531	1.66672	0.00167531	1.66672	0.001714																							
6-1-2012 07:56:30	1.13338	0.0012184	1.13338	0.0012184	1.13338	0.0012389																							
6-1-2012 07:57:30	1.06655	0.0012718	1.06655	0.0012718	1.06655	0.00129616																							
6-1-2012 07:58:30	0.46529	0.00032894	0.46529	0.00032894	0.46529	0.000344738																							
6-1-2012 07:59:30	0.601936	0.000601377	0.601936	0.000601377	0.601936	0.000613667																							
6-1-2012 08:00:30	0.662312	0.001462	0.662312	0.001462	0.662312	0.0014633																							
6-1-2012 08:01:30	0.666644	0.000900953	0.666644	0.000900953	0.666644	0.000914214																							
6-1-2012 08:02:30	0.797059	0.00211662	0.797059	0.00211662	0.797059	0.00211937																							
6-1-2012 08:03:30	0.740627	0.00202582	0.740627	0.00202582	0.740627	0.00201835																							
6-1-2012 08:04:30	0.666808	0.000475371	0.666808	0.000475371	0.666808	0.000499148																							
6-1-2012 08:05:30	0.861189	0.000461011	0.861189	0.000461011	0.861189	0.000487108																							
6-1-2012 08:06:30	0.731006	0.00112635	0.731006	0.00112635	0.731006	0.00114496																							
6-1-2012 08:07:30	0.999608	0.00118479	0.999608	0.00118479	0.999608	0.00120102																							
6-1-2012 08:08:30	0.943206	0.00138477	0.943206	0.00138477	0.943206	0.00140084																							
6-1-2012 08:09:30	0.999693	0.000618768	0.999693	0.000618768	0.999693	0.00064624																							
6-1-2012 08:10:30	1.52889	0.00167983	1.52889	0.00167983	1.46241	0.00169819																							
6-1-2012 08:11:30	0.733333	0.00472641	0.733333	0.00231828	0.733333	0.00473764																							
6-1-2012 08:12:30	1.27031	0.00157486	1.27031	0.00158032	1.27031	0.00161341																							
6-1-2012 08:13:30	0.86376	0.00195071	0.86376	0.00150995	0.86376	0.00197537																							
6-1-2012 08:14:30	1.47241	0.00169404	1.47241	0.00169404	1.47241	0.00172146																							
6-1-2012 08:15:30	1.92733	0.00251619	1.92733	0.00251619	1.92733	0.00256264																							
6-1-2012 08:16:30	2.19238	0.00269986	2.19238	0.00257197	2.19238	0.00275739																							
6-1-2012 08:17:30	1.67778	0.00191153	1.67778	0.00191153	1.67778	0.00194728																							
6-1-2012 08:18:30	2.26651	0.00332852	2.26651	0.00332852	2.26651	0.00336554																							
6-1-2012 08:19:30	2.93357	0.0046184	2.93357	0.00426525	2.93357	0.00467575																							
6-1-2012 08:20:30	3.73363	0.00456359	3.73363	0.00456359	3.73363	0.00464854																							
6-1-2012 08:21:30	3.59959	0.00684622	3.59959	0.00684622	3.59959	0.00693431																							
6-1-2012 08:22:30	2.92384	0.00292833	2.92384	0.00292833	2.92384	0.00299625																							
6-1-2012 08:23:30	3.86618	0.00595579	3.86618	0.00522366	3.86618	0.00605921																							
6-1-2012 08:24:30	4.1324	0.00343562	4.1324	0.00343562	4.1324	0.00354922																							
6-1-2012 08:25:30	3.34642	0.00674826	3.34642	0.00642472	3.34642	0.00679334																							
6-1-2012 08:26:30	3.66587	0.00391044	3.66587	0.00391044	3.66587	0.00398759																							
6-1-2012 08:27:30	3.99997	0.00570934	3.99997	0.00534308	3.99997	0.00580393																							
6-1-2012 08:28:30	4.1323	0.00664366	4.1323	0.00620801	4.1323	0.00675006																							
6-1-2012 08:29:30	4.80092	0.00530373	4.80092	0.00530373	4.80092	0.00540935																							
6-1-2012 08:30:30	6.59846	0.00969895	6.59846	0.00969895	6.59846	0.00984204																							
6-1-2012 08:31:30	7.59873	0.00880332	7.59873	0.00876754	7.53207	0.00900802																							
6-1-2012 08:32:30	7.33535	0.0153241	7.33535	0.011768	7.33535	0.0154734																							
6-1-2012 08:33:30	7.33279	0.00880246	7.33279	0.00860001	7.33279	0.00898928																							
6-1-2012 08:34:30	7.33606	0.0175851	7.33606	0.013199	7.33606	0.017734																							
6-1-2012 08:35:30	7.49151	0.00989265	7.49151	0.00931981	7.49151	0.010044																							
6-1-2012 08:36:30	5.59979	0.00462598	5.59979	0.00462598	5.59979	0.00475645																							
6-1-2012 08:37:30	6.26671	0.0180215	6.26671	0.0100156	6.26671	0.0181692																							
6-1-2012 08:38:30	5.99793	0.00798163	5.99793	0.00785287	5.99793	0.00811119																							
6-1-2012 08:39:30	6.60141	0.00752188	6.60141	0.00752188	6.60141	0.00767518																							
6-1-2012 08:40:30	6.30976	0.00685599	6.30976	0.00685599	6.30976	0.00698461																							
6-1-2012 08:41:30	6.62605	0.00679222	6.62605	0.00679222	6.62605	0.00696713																							
6-1-2012 08:42:30	7.19781	0.00723588	7.19781	0.00723588	7.19781	0.00741956																							
6-1-2012 08:43:30	7.39873	0.00890686	7.39873	0.00881167	7.39873	0.00910553																							
6-1-2012 08:44:30	7.66465	0.00948435	7.66465	0.0093116	7.66465	0.00969296																							
6-1-2012 08:45:30	8.26647	0.0103805	8.26647	0.0103761	8.26647	0.0105851																							
6-1-2012 08:46:30	7.87119	0.0126512	7.87119	0.0116017	7.87119	0.0127656																							
6-1-2012 08:47:30	9.13314	0.0140809	9.13314	0.0125668	9.13314	0.0142568																							
6-1-2012 08:48:30	8.66631	0.015729	8.66631	0.0139252	8.66631	0.0159083																							
6-1-2012 08:49:30	7.86568	0.00934118	7.86568	0.00934118	7.86568	0.00951651																							
6-1-2012 08:50:30	8.66433	0.0111572	8.66433	0.0111572	8.66433	0.011323																							
6-1-2012 08:51:30	9.26788	0.00972969	9.26788	0.00970894	9.26788	0.00996458																							
6-1-2012 08:52:30	8.53405	0.00720505	8.53405	0.00720505	8.46737	0.00741574																							
6-1-2012 08:53:30	9.33293	0.0140444	9.33293	0.0140178	9.33293	0.0142315																							
6-1-2012 08:54:30	7.66621	0.0116831	7.66621	0.0112797	7.66621	0.0118535																							
6-1-2012 08:55:30	8.73242	0.00827555	8.73242	0.00827555	8.79908	0.00858343																							
6-1-2012 08:56:30	9.07027	0.0171681	9.07027	0.0164988	9.07027	0.0173257																							
6-1-2012 08:57:30	9.8639	0.0166301	9.8639	0.0156542	9.79725	0.0168192																							
6-1-2012 08:58:30	9.7348	0.0115362	9.7348	0.0115362	9.7348	0.0117503																							
6-1-2012 08:59:30	11.3979	0.0196184	11.3979	0.0153901	11.3979	0.0198464																							
6-1-2012 09:00:30	9.46765	0.0106578	9.46765	0.0105876	9.46765	0.0108785																							
6-1-2012 09:01:30	10.4647	0.0140399	10.4647	0.0140298	10.4647	0.0142616																							
6-1-2012 09:02:30	8.46895	0.0119168	8.46895	0.0116726	8.46895	0.0121174																							
6-1-2012 09:03:30	9.60114	0.0134254	9.60114	0.0132719	9.60114	0.0136447																							
6-1-2012 09:04:30	8.99863	0.0139319	8.99863	0.0138284	8.99863	0.0141267																							
6-1-2012 09:05:30	8.53134	0.0113174	8.53134	0.0113153	8.46469	0.0115005																							
6-1-2012 09:06:30	10.6682	0.0170542	10.6682	0.0159078	10.6682	0.0172824																							
6-1-2012 09:07:30	9.00181	0.0100472	9.00181	0.0100472	9.0685	0.0102717																							
6-1-2012 09:08:30	7.86541	0.00785349	7.86541	0.00785349	7.79875	0.00803429																							
6-1-2012 09:09:30	8.59902	0.0110158	8.59902	0.010611	8.59902	0.011222																							
6-1-2012 09:10:30	8.93241	0.0119942	8.93241	0.0114624	8.93241	0.0121688																							
6-1-2012 09:11:30	8.53472	0.0105433	8.53472	0.0105433	8.53472	0.0107427																							
6-1-2012 09:12:30	9.33425	0.0158259	9.33425	0.015608	9.33425	0.0160229																							
6-1-2012 09:13:30	7.33197	0.00763153	7.33197	0.00763153	7.33197	0.00781281																							
6-1-2012 09:14:30	7.53457	0.00782487	7.53457	0.0073793	7.4679	0.00802481																							
6-1-2012 09:15:30	7.66431	0.0122108	7.66431	0.0110384	7.66431	0.0123788																							
6-1-2012 09:16:30	7.19921	0.00833525	7.19921	0.00832744	7.19921	0.00850154																							
6-1-2012 09:17:30	9.06942	0.0113024	9.06942	0.0113024	9.06942	0.011498																							
6-1-2012 09:18:30	8.7345	0.0132578	8.7345	0.0125942	8.7345	0.0134577																							
6-1-2012 09:19:30	8.46574	0.0115636	8.46574	0.0115636	8.46574	0.0117231																							
6-1-2012 09:20:30	8.72763	0.0140412	8.72763	0.0131757	8.66101	0.0142041																							
6-1-2012 09:21:30	7.60476	0.0110654	7.60476	0.0107114	7.60476	0.0112485																							
6-1-2012 09:22:30	7.4	0.00890805	7.4	0.00890805	7.4	0.009083																							
6-1-2012 09:23:30	8.26977	0.0102119	8.26977	0.0102119	8.26977	0.010388																							
6-1-2012 09:24:30	7.46542	0.0128586	7.46542	0.0117526	7.46542	0.0129954																							
6-1-2012 09:25:30	5.80022	0.00880612	5.80022	0.00790292	5.80022	0.00896867																							
6-1-2012 09:26:30	6.73261	0.00895717	6.73261	0.00793325	6.73261	0.0091037																							
6-1-2012 09:27:30	8.40306	0.00887195	8.40306	0.00857167	8.40306	0.00906681																							
6-1-2012 09:28:30	7.19799	0.0107158	7.19799	0.0101284	7.19799	0.0108642																							
6-1-2012 09:29:30	7.26457	0.00835327	7.26457	0.00835327	7.26457	0.0085393																							
6-1-2012 09:30:30	7.00141	0.010598	7.00141	0.00990433	7.00141	0.0107582																							
