time centers	number conc BBHG	mass conc BBHG	"this is for 20130601 using calib ID 2, AD corr added, file x001-x010"
6-1-2013 01:49:55	11.9711		
6-1-2013 01:50:05	12.0333		
6-1-2013 01:50:15	4.99947		
6-1-2013 01:50:25	12.9965		
6-1-2013 01:50:35	7.99389		
6-1-2013 01:50:45	8.4968		
6-1-2013 01:50:55	7.0132		
6-1-2013 01:51:05	6.47871		
6-1-2013 01:51:15	17.5154		
6-1-2013 01:51:25	11.5203		
6-1-2013 01:51:35	8.48703		
6-1-2013 01:51:45	12.0188		
6-1-2013 01:51:55	12.0013		
6-1-2013 01:52:05	9.99731		
6-1-2013 01:52:15	11.9659		
6-1-2013 01:52:25	8.512		
6-1-2013 01:52:35	11.0112		
6-1-2013 01:52:45	16.2197		
6-1-2013 01:52:55	11.4927		
6-1-2013 01:53:05	11.4986		
6-1-2013 01:53:15	13.9917		
6-1-2013 01:53:25	8.00502		
6-1-2013 01:53:35	17.0119		
6-1-2013 01:53:45	10.4986		
6-1-2013 01:53:55	12.9886		
6-1-2013 01:54:05	12.0153		
6-1-2013 01:54:15	10.988		
6-1-2013 01:54:25	12.9958		
6-1-2013 01:54:35	13.001		
6-1-2013 01:54:45	5.50395		
6-1-2013 01:54:55	8.99898		
6-1-2013 01:55:05	9.48965		
6-1-2013 01:55:15	15.0096		
6-1-2013 01:55:25	13.0038		
6-1-2013 01:55:35	9.98981		
6-1-2013 01:55:45	13.5151		
6-1-2013 01:55:55	13.4946		
6-1-2013 01:56:05	10.5046		
6-1-2013 01:56:15	13.9886		
6-1-2013 01:56:25	14.0079		
6-1-2013 01:56:35	10.9985		
6-1-2013 01:56:45	16.9972		
6-1-2013 01:56:55	15.0108		
6-1-2013 01:57:05	13.9837		
6-1-2013 01:57:15	19.9938		
6-1-2013 01:57:25	15		
6-1-2013 01:57:35	17.5212		
6-1-2013 01:57:45	22.4586		
6-1-2013 01:57:55	18.5326		
6-1-2013 01:58:05	21.4942		
6-1-2013 01:58:15	20.0302		
6-1-2013 01:58:25	19.4793		
6-1-2013 01:58:35	17.48		
6-1-2013 01:58:45	18.0079		
6-1-2013 01:58:55	17.0076		
6-1-2013 01:59:05	19.4948		
6-1-2013 01:59:15	15.5093		
6-1-2013 01:59:25	18.982		
6-1-2013 01:59:35	18.0019		
6-1-2013 01:59:45	17.4945		
6-1-2013 01:59:55	24.5022		
6-1-2013 02:00:05	20.9942		
6-1-2013 02:00:15	27.5435		
6-1-2013 02:00:25	20.9557		
6-1-2013 02:00:35	24.5262		
6-1-2013 02:00:45	24.4666		
6-1-2013 02:00:55	24.5232		
6-1-2013 02:01:05	19.0218		
6-1-2013 02:01:15	28.985		
6-1-2013 02:01:25	24.995		
6-1-2013 02:01:35	22.4829		
6-1-2013 02:01:45	28.4997		
6-1-2013 02:01:55	26.7507		
6-1-2013 02:02:05	31.2744		
6-1-2013 02:02:15	25.2834		
6-1-2013 02:02:25	25.5176		
6-1-2013 02:02:35	25.7382		
6-1-2013 02:02:45	24.479		
6-1-2013 02:02:55	32.4669		
6-1-2013 02:03:05	26.778		
6-1-2013 02:03:15	29.2554		
6-1-2013 02:03:25	36.5227		
6-1-2013 02:03:35	28.7661		
6-1-2013 02:03:45	19.9766		
6-1-2013 02:03:55	26.0203		
6-1-2013 02:04:05	31.7851		
6-1-2013 02:04:15	26.2582		
6-1-2013 02:04:25	33.0071		
6-1-2013 02:04:35	25.474		
6-1-2013 02:04:45	28.0311		
6-1-2013 02:04:55	23.4744		
6-1-2013 02:05:05	27.0227		
6-1-2013 02:05:15	21.5112		
6-1-2013 02:05:25	24.4824		
6-1-2013 02:05:35	22.5086		
6-1-2013 02:05:45	20.4703		
6-1-2013 02:05:55	31.033		
6-1-2013 02:06:05	23.987		
6-1-2013 02:06:15	18.485		
6-1-2013 02:06:25	22.5522		
6-1-2013 02:06:35	26.4285		
6-1-2013 02:06:45	29.0293		
6-1-2013 02:06:55	23.7247		
6-1-2013 02:07:05	24.2673		
6-1-2013 02:07:15	28.0308		
6-1-2013 02:07:25	19.9812		
6-1-2013 02:07:35	27.5316		
6-1-2013 02:07:45	27.4784		
6-1-2013 02:07:55	27.5065		
6-1-2013 02:08:05	26.9787		
6-1-2013 02:08:15	28.0069		
6-1-2013 02:08:25	21.985		
6-1-2013 02:08:35	17.0171		
6-1-2013 02:08:45	14.4899		
6-1-2013 02:08:55	20.9909		
6-1-2013 02:09:05	22.5312		
6-1-2013 02:09:15	27.2169		
6-1-2013 02:09:25	28.2522		
6-1-2013 02:09:35	20.1948		
6-1-2013 02:09:45	27.2267		
6-1-2013 02:09:55	16.9861		
6-1-2013 02:10:05	25.5377		
6-1-2013 02:10:15	25.9762		
6-1-2013 02:10:25	30.5207		
6-1-2013 02:10:35	25.2349		
6-1-2013 02:10:45	20.8028		
6-1-2013 02:10:55	25.2543		
6-1-2013 02:11:05	26.2374		
6-1-2013 02:11:15	22.1917		
6-1-2013 02:11:25	24.2967		
6-1-2013 02:11:35	25.9969		
6-1-2013 02:11:45	18.015		
6-1-2013 02:11:55	17.9973		
6-1-2013 02:12:05	18.9816		
6-1-2013 02:12:15	18.5		
6-1-2013 02:12:25	23.515		
6-1-2013 02:12:35	17.9799		
6-1-2013 02:12:45	18.5056		
6-1-2013 02:12:55	20.1969		
6-1-2013 02:13:05	24.0017		
6-1-2013 02:13:15	23.9853		
6-1-2013 02:13:25	18.5109		
6-1-2013 02:13:35	20.4897		
6-1-2013 02:13:45	18.5041		
6-1-2013 02:13:55	22.218		
6-1-2013 02:14:05	12.8696		
6-1-2013 02:14:15	19.0077		
6-1-2013 02:14:25	14.9886		
6-1-2013 02:14:35	16.0119		
6-1-2013 02:14:45	19.6533		
6-1-2013 02:14:55	20.3573		
6-1-2013 02:15:05	23.9728		
6-1-2013 02:15:15	16.1435		
6-1-2013 02:15:25	16.0155		
6-1-2013 02:15:35	19.7821		
6-1-2013 02:15:45	12.01		
6-1-2013 02:15:55	20.016		
6-1-2013 02:16:05	18.6591		
6-1-2013 02:16:15	16.855		
6-1-2013 02:16:25	17.6603		
6-1-2013 02:16:35	15.8435		
6-1-2013 02:16:45	16.0179		
6-1-2013 02:16:55	23.9993		
6-1-2013 02:17:05	19.9915		
6-1-2013 02:17:15	16.9861		
6-1-2013 02:17:25	21.5396		
6-1-2013 02:17:35	21.4552		
6-1-2013 02:17:45	23.5086		
6-1-2013 02:17:55	21.5108		
6-1-2013 02:18:05	18.4856		
6-1-2013 02:18:15	25.48		
6-1-2013 02:18:25	23.0812		
6-1-2013 02:18:35	14.491		
6-1-2013 02:18:45	16.5192		
6-1-2013 02:18:55	13.4706		
6-1-2013 02:19:05	16.0119		
6-1-2013 02:19:15	14.9949		
6-1-2013 02:19:25	19.0052		
6-1-2013 02:19:35	14.9815		
6-1-2013 02:19:45	15.4933		
6-1-2013 02:19:55	16.6685		
6-1-2013 02:20:05	17.3421		
6-1-2013 02:20:15	20.0084		
6-1-2013 02:20:25	16.5373		
6-1-2013 02:20:35	17.4592		
6-1-2013 02:20:45	15.9943		
6-1-2013 02:20:55	10.996		
6-1-2013 02:21:05	13.4957		
6-1-2013 02:21:15	11.0029		
6-1-2013 02:21:25	11.4982		
6-1-2013 02:21:35	8.01855		
6-1-2013 02:21:45	13.471		
6-1-2013 02:21:55	15.0196		
6-1-2013 02:22:05	17.0033		
6-1-2013 02:22:15	13.9942		
6-1-2013 02:22:25	12.9921		
6-1-2013 02:22:35	13.5068		
6-1-2013 02:22:45	12.5081		
6-1-2013 02:22:55	8.00266		
6-1-2013 02:23:05	15.4958		
6-1-2013 02:23:15	7.99673		
6-1-2013 02:23:25	11.5049		
6-1-2013 02:23:35	12.9982		
6-1-2013 02:23:45	12.9828		
6-1-2013 02:23:55	13.5014		
6-1-2013 02:24:05	7.48912		
6-1-2013 02:24:15	10.0022		
6-1-2013 02:24:25	9.03026		
6-1-2013 02:24:35	8.97478		
6-1-2013 02:24:45	9.00994		
6-1-2013 02:24:55	12.4946		
6-1-2013 02:25:05	12.5119		
6-1-2013 02:25:15	9.00098		
6-1-2013 02:25:25	10.5072		
6-1-2013 02:25:35	8.98785		
6-1-2013 02:25:45	7.99782		
6-1-2013 02:25:55	10.5057		
6-1-2013 02:26:05	14.998		
6-1-2013 02:26:15	13.0048		
6-1-2013 02:26:25	10.5016		
6-1-2013 02:26:35	9.50042		
6-1-2013 02:26:45	14.9786		
6-1-2013 02:26:55	11.509		
6-1-2013 02:27:05	14.4953		
6-1-2013 02:27:15	21.4925		
6-1-2013 02:27:25	25.0166		
6-1-2013 02:27:35	18.5248		
6-1-2013 02:27:45	17.4895		
6-1-2013 02:27:55	20.4821		
6-1-2013 02:28:05	20.9997		
6-1-2013 02:28:15	25.5157		
6-1-2013 02:28:25	19.503		
6-1-2013 02:28:35	28.4788		
6-1-2013 02:28:45	26.4736		
6-1-2013 02:28:55	24.0337		
6-1-2013 02:29:05	15.4979		
6-1-2013 02:29:15	21.5057		
6-1-2013 02:29:25	19.491		
6-1-2013 02:29:35	18.5123		
6-1-2013 02:29:45	25.9811		
6-1-2013 02:29:55	21.0033		
6-1-2013 02:30:05	26.5077		
6-1-2013 02:30:15	16.9961		
6-1-2013 02:30:25	18.0058		
6-1-2013 02:30:35	17.9834		
6-1-2013 02:30:45	21.5021		
6-1-2013 02:30:55	23.5247		
6-1-2013 02:31:05	20.9832		
6-1-2013 02:31:15	21.0087		
6-1-2013 02:31:25	17.4916		
6-1-2013 02:31:35	22.503		
6-1-2013 02:31:45	24.0209		
6-1-2013 02:31:55	20.9945		
6-1-2013 02:32:05	21.9832		
6-1-2013 02:32:15	19.0088		
6-1-2013 02:32:25	23.9883		
6-1-2013 02:32:35	23.009		
6-1-2013 02:32:45	21.9839		
6-1-2013 02:32:55	20.0083		
6-1-2013 02:33:05	21.0067		
6-1-2013 02:33:15	23.5027		
6-1-2013 02:33:25	24.0365		
6-1-2013 02:33:35	24.9489		
6-1-2013 02:33:45	18.6588		
6-1-2013 02:33:55	24.073		
6-1-2013 02:34:05	20.0095		
6-1-2013 02:34:15	20.9861		
6-1-2013 02:34:25	16.0047		
6-1-2013 02:34:35	14.9779		
6-1-2013 02:34:45	16.4951		
6-1-2013 02:34:55	18.0332		
6-1-2013 02:35:05	18.9818		
6-1-2013 02:35:15	14.5185		
6-1-2013 02:35:25	14.9956		
6-1-2013 02:35:35	21.9776		
6-1-2013 02:35:45	21.5031		
6-1-2013 02:35:55	19.9989		
6-1-2013 02:36:05	17.9935		
6-1-2013 02:36:15	18.9984		
6-1-2013 02:36:25	20.0209		
6-1-2013 02:36:35	20.4874		
6-1-2013 02:36:45	14.0041		
6-1-2013 02:36:55	17.9866		
6-1-2013 02:37:05	24.9642		
6-1-2013 02:37:15	15.5256		
6-1-2013 02:37:25	19.5101		
6-1-2013 02:37:35	24.9926		
6-1-2013 02:37:45	24.4969		
6-1-2013 02:37:55	22.4995		
6-1-2013 02:38:05	32.4984		
6-1-2013 02:38:15	28.9927		
6-1-2013 02:38:25	22.5218		
6-1-2013 02:38:35	32.4839		
6-1-2013 02:38:45	30.518		
6-1-2013 02:38:55	27.9979		
6-1-2013 02:39:05	22.9924		
6-1-2013 02:39:15	35.977		
6-1-2013 02:39:25	32.4747		
6-1-2013 02:39:35	21.0382		
6-1-2013 02:39:45	34.5249		
6-1-2013 02:39:55	26.9946		
6-1-2013 02:40:05	25.4704		
6-1-2013 02:40:15	33.0154		
6-1-2013 02:40:25	45.0222		
6-1-2013 02:40:35	38.4425		
6-1-2013 02:40:45	44.5227		
6-1-2013 02:40:55	74.0444		
6-1-2013 02:41:05	54.9264		
6-1-2013 02:41:15	63.1864		
6-1-2013 02:41:25	70.919		
6-1-2013 02:41:35	52.0638		
6-1-2013 02:41:45	57.4191		
6-1-2013 02:41:55	64.5677		
6-1-2013 02:42:05	54.4571		
6-1-2013 02:42:15	15.4958		
6-1-2013 02:42:25	48.9951		
6-1-2013 02:42:35	66.5498		
6-1-2013 02:42:45	53.0216		
6-1-2013 02:42:55	33.0167		
6-1-2013 02:43:05	47.9785		
6-1-2013 02:43:15	44.4632		
6-1-2013 02:43:25	41.5121		
6-1-2013 02:43:35	35.5148		
6-1-2013 02:43:45	30.4909		
6-1-2013 02:43:55	52.496		
6-1-2013 02:44:05	57.4905		
6-1-2013 02:44:15	49.5155		
6-1-2013 02:44:25	39.0709		
6-1-2013 02:44:35	38.9991		
6-1-2013 02:44:45	42.4292		
6-1-2013 02:44:55	51.5533		
6-1-2013 02:45:05	49.0076		
6-1-2013 02:45:15	40.4502		
6-1-2013 02:45:25	28.0313		
6-1-2013 02:45:35	17.9837		
6-1-2013 02:45:45	23.5364		
6-1-2013 02:45:55	22.4847		
6-1-2013 02:46:05	27.4962		
6-1-2013 02:46:15	25.5095		
6-1-2013 02:46:25	27.4793		
6-1-2013 02:46:35	38.0246		
6-1-2013 02:46:45	24.4906		
6-1-2013 02:46:55	11.2751		
6-1-2013 02:47:05	10.7186		
6-1-2013 02:47:15	24.4967		
6-1-2013 02:47:25	30.013		
6-1-2013 02:47:35	31.4847		
6-1-2013 02:47:45	33.0158		
6-1-2013 02:47:55	29.5118		
6-1-2013 02:48:05	21.9479		
6-1-2013 02:48:15	20.5194		
6-1-2013 02:48:25	20.5039		
6-1-2013 02:48:35	28.5241		
6-1-2013 02:48:45	22.0009		
6-1-2013 02:48:55	16.997		
6-1-2013 02:49:05	28.0341		
6-1-2013 02:49:15	28.9696		
6-1-2013 02:49:25	28.9711		
6-1-2013 02:49:35	32.0278		
6-1-2013 02:49:45	32.4943		
6-1-2013 02:49:55	20.4859		
6-1-2013 02:50:05	25.0052		
6-1-2013 02:50:15	27.5496		
6-1-2013 02:50:25	26.0054		
6-1-2013 02:50:35	24.9404		
6-1-2013 02:50:45	37.5872		
6-1-2013 02:50:55	35.9229		
6-1-2013 02:51:05	34.5835		
6-1-2013 02:51:15	37.9035		
6-1-2013 02:51:25	30.9976		
6-1-2013 02:51:35	29.5827		
6-1-2013 02:51:45	39.3998		
6-1-2013 02:51:55	29.5506		
6-1-2013 02:52:05	24.9961		
6-1-2013 02:52:15	28.0032		
6-1-2013 02:52:25	36.9815		
6-1-2013 02:52:35	30.4669		
6-1-2013 02:52:45	35.0341		
6-1-2013 02:52:55	33.9986		
6-1-2013 02:53:05	32.0233		
6-1-2013 02:53:15	22.7349		
6-1-2013 02:53:25	21.5063		
6-1-2013 02:53:35	30.9908		
6-1-2013 02:53:45	29.4909		
6-1-2013 02:53:55	32.0451		
6-1-2013 02:54:05	26.9444		
6-1-2013 02:54:15	30.5372		
6-1-2013 02:54:25	39.5218		
6-1-2013 02:54:35	36.9597		
6-1-2013 02:54:45	30.9674		
6-1-2013 02:54:55	32.5379		
6-1-2013 02:55:05	30.4556		
6-1-2013 02:55:15	37.5536		
6-1-2013 02:55:25	30.5238		
6-1-2013 02:55:35	34.4942		
6-1-2013 02:55:45	26.4981		
6-1-2013 02:55:55	30.4533		
6-1-2013 02:56:05	27.5131		
6-1-2013 02:56:15	32.4813		
6-1-2013 02:56:25	33.009		
6-1-2013 02:56:35	33.5442		
6-1-2013 02:56:45	32.9784		
6-1-2013 02:56:55	32.9959		
6-1-2013 02:57:05	35.5378		
6-1-2013 02:57:15	38.9858		
6-1-2013 02:57:25	39.9739		
6-1-2013 02:57:35	43.526		
6-1-2013 02:57:45	34.0019		
6-1-2013 02:57:55	38.0047		
6-1-2013 02:58:05	44.4777		
6-1-2013 02:58:15	46.5149		
6-1-2013 02:58:25	49.4819		
6-1-2013 02:58:35	45.4827		
6-1-2013 02:58:45	33.5318		
6-1-2013 02:58:55	43.4826		
6-1-2013 02:59:05	37.4878		
6-1-2013 02:59:15	40.0173		
6-1-2013 02:59:25	38.4666		
6-1-2013 02:59:35	37.9977		
6-1-2013 02:59:45	49.052		
6-1-2013 02:59:55	46.4286		
6-1-2013 03:00:05	56.5298		
6-1-2013 03:00:15	45.0026		
6-1-2013 03:00:25	50.9958		
6-1-2013 03:00:35	55.5152		
6-1-2013 03:00:45	48.5384		
6-1-2013 03:00:55	47.9812		
6-1-2013 03:01:05	59.9689		
6-1-2013 03:01:15	46.5854		
6-1-2013 03:01:25	53.3687		
6-1-2013 03:01:35	45.0657		
6-1-2013 03:01:45	52.9095		
6-1-2013 03:01:55	48.0979		
6-1-2013 03:02:05	43.946		
6-1-2013 03:02:15	44.0253		
6-1-2013 03:02:25	46.4492		
6-1-2013 03:02:35	42.5564		
6-1-2013 03:02:45	45.9796		
6-1-2013 03:02:55	40.0139		
6-1-2013 03:03:05	48.4712		
6-1-2013 03:03:15	40.009		
6-1-2013 03:03:25	46.4775		
6-1-2013 03:03:35	45.5041		
6-1-2013 03:03:45	43.511		
6-1-2013 03:03:55	45.4857		
6-1-2013 03:04:05	40.0556		
6-1-2013 03:04:15	46.4568		
6-1-2013 03:04:25	43.4741		
6-1-2013 03:04:35	53.5343		
6-1-2013 03:04:45	42.5623		
6-1-2013 03:04:55	46.4287		
6-1-2013 03:05:05	49.4686		
6-1-2013 03:05:15	51.482		
6-1-2013 03:05:25	41.0077		
6-1-2013 03:05:35	44.5284		
6-1-2013 03:05:45	41.4559		
6-1-2013 03:05:55	54.1103		
6-1-2013 03:06:05	60.4748		
6-1-2013 03:06:15	60.0223		
6-1-2013 03:06:25	50.9565		
6-1-2013 03:06:35	57.8774		
6-1-2013 03:06:45	48.1489		
6-1-2013 03:06:55	52.5214		
6-1-2013 03:07:05	51.4214		
6-1-2013 03:07:15	51.0439		
6-1-2013 03:07:25	49.5829		
6-1-2013 03:07:35	50.9543		
6-1-2013 03:07:45	51.9315		
6-1-2013 03:07:55	70.6616		
6-1-2013 03:08:05	58.356		
6-1-2013 03:08:15	63.526		
6-1-2013 03:08:25	59.4944		
6-1-2013 03:08:35	52.9727		
6-1-2013 03:08:45	45.5335		
6-1-2013 03:08:55	55.9859		
6-1-2013 03:09:05	49.0465		
6-1-2013 03:09:15	53.8969		
6-1-2013 03:09:25	59.5475		
6-1-2013 03:09:35	58.0013		
6-1-2013 03:09:45	63.9671		
6-1-2013 03:09:55	61.0388		
6-1-2013 03:10:05	60.529		
6-1-2013 03:10:15	52.9764		
6-1-2013 03:10:25	50.0089		
6-1-2013 03:10:35	66.4374		
6-1-2013 03:10:45	64.5262		
6-1-2013 03:10:55	66.874		
6-1-2013 03:11:05	70.6349		
6-1-2013 03:11:15	64.0896		
6-1-2013 03:11:25			
