time centers	number conc BBHG	mass conc BBHG	"this is for 20110801 sp217 using calib ID 1 (linear fit) with AD corr added, file x001-x007"	
8-1-2011 14:42:02				
8-1-2011 14:43:02				
8-1-2011 14:44:02				
8-1-2011 14:45:02				
8-1-2011 14:46:02				
8-1-2011 14:47:02				
8-1-2011 14:48:02	0.0843979	0.00015501		
8-1-2011 14:49:02				
8-1-2011 14:50:02				
8-1-2011 14:51:02				
8-1-2011 14:52:02				
8-1-2011 14:53:02				
8-1-2011 14:54:02				
8-1-2011 14:55:02				
8-1-2011 14:56:02				
8-1-2011 14:57:02				
8-1-2011 14:58:02	0.0914763	0.000184599		
8-1-2011 14:59:02				
8-1-2011 15:00:02				
8-1-2011 15:01:02				
8-1-2011 15:02:02				
8-1-2011 15:03:02				
8-1-2011 15:04:02				
8-1-2011 15:05:02				
8-1-2011 15:06:02				
8-1-2011 15:07:02				
8-1-2011 15:08:02	0.0785685	0.000222089		
8-1-2011 15:09:02				
8-1-2011 15:10:02				
8-1-2011 15:11:02				
8-1-2011 15:12:02				
8-1-2011 15:13:02				
8-1-2011 15:14:02				
8-1-2011 15:15:02				
8-1-2011 15:16:02				
8-1-2011 15:17:02				
8-1-2011 15:18:02	0.0967604	0.000200125		
8-1-2011 15:19:02				
8-1-2011 15:20:02				
8-1-2011 15:21:02				
8-1-2011 15:22:02				
8-1-2011 15:23:02				
8-1-2011 15:24:02				
8-1-2011 15:25:02				
8-1-2011 15:26:02				
8-1-2011 15:27:02				
8-1-2011 15:28:02	0.0793886	0.00016356		
8-1-2011 15:29:02				
8-1-2011 15:30:02				
8-1-2011 15:31:02				
8-1-2011 15:32:02				
8-1-2011 15:33:02				
8-1-2011 15:34:02				
8-1-2011 15:35:02				
8-1-2011 15:36:02				
8-1-2011 15:37:02				
8-1-2011 15:38:02	0.108178	0.000244661		
8-1-2011 15:39:02				
8-1-2011 15:40:02				
8-1-2011 15:41:02				
8-1-2011 15:42:02				
8-1-2011 15:43:02				
8-1-2011 15:44:02				
8-1-2011 15:45:02				
8-1-2011 15:46:02				
8-1-2011 15:47:02				
8-1-2011 15:48:02	0.0890545	0.000225877		
8-1-2011 15:49:02				
8-1-2011 15:50:02				
8-1-2011 15:51:02				
8-1-2011 15:52:02				
8-1-2011 15:53:02				
8-1-2011 15:54:02				
8-1-2011 15:55:02				
8-1-2011 15:56:02				
8-1-2011 15:57:02				
8-1-2011 15:58:02	0.0885437	0.000193645		
8-1-2011 15:59:02				
8-1-2011 16:00:02				
8-1-2011 16:01:02				
8-1-2011 16:02:02				
8-1-2011 16:03:02				
8-1-2011 16:04:02				
8-1-2011 16:05:02				
8-1-2011 16:06:02				
8-1-2011 16:07:02				
8-1-2011 16:08:02	0.116688	0.000261251		
8-1-2011 16:09:02				
8-1-2011 16:10:02				
8-1-2011 16:11:02				
8-1-2011 16:12:02				
8-1-2011 16:13:02				
8-1-2011 16:14:02				
8-1-2011 16:15:02				
8-1-2011 16:16:02				
8-1-2011 16:17:02				
8-1-2011 16:18:02	0.103656	0.00019563		
8-1-2011 16:19:02				
8-1-2011 16:20:02				
8-1-2011 16:21:02				
8-1-2011 16:22:02				
8-1-2011 16:23:02				
8-1-2011 16:24:02				
8-1-2011 16:25:02				
8-1-2011 16:26:02				
8-1-2011 16:27:02				
8-1-2011 16:28:02	0.102296	0.000194254		
8-1-2011 16:29:02				
8-1-2011 16:30:02				
8-1-2011 16:31:02				
8-1-2011 16:32:02				
8-1-2011 16:33:02				
8-1-2011 16:34:02				
8-1-2011 16:35:02				
8-1-2011 16:36:02				
8-1-2011 16:37:02				
8-1-2011 16:38:02	0.0980423	0.000295693		
8-1-2011 16:39:02				
8-1-2011 16:40:02				
8-1-2011 16:41:02				
8-1-2011 16:42:02				
8-1-2011 16:43:02				
8-1-2011 16:44:02				
8-1-2011 16:45:02				
8-1-2011 16:46:02				
8-1-2011 16:47:02				
8-1-2011 16:48:02	0.109086	0.000235892		
8-1-2011 16:49:02				
8-1-2011 16:50:02				
8-1-2011 16:51:02				
8-1-2011 16:52:02				
8-1-2011 16:53:02				
8-1-2011 16:54:02				
8-1-2011 16:55:02				
8-1-2011 16:56:02				
8-1-2011 16:57:02				
8-1-2011 16:58:02	0.106548	0.000201367		
8-1-2011 16:59:02				
8-1-2011 17:00:02				
8-1-2011 17:01:02				
8-1-2011 17:02:02				
8-1-2011 17:03:02				
8-1-2011 17:04:02				
8-1-2011 17:05:02				
8-1-2011 17:06:02				
8-1-2011 17:07:02				
8-1-2011 17:08:02	0.117012	0.000257831		
8-1-2011 17:09:02				
8-1-2011 17:10:02				
8-1-2011 17:11:02				
8-1-2011 17:12:02				
8-1-2011 17:13:02				
8-1-2011 17:14:02				
8-1-2011 17:15:02				
8-1-2011 17:16:02				
8-1-2011 17:17:02				
8-1-2011 17:18:02	0.131522	0.000290936		
8-1-2011 17:19:02				
8-1-2011 17:20:02				
8-1-2011 17:21:02				
8-1-2011 17:22:02				
8-1-2011 17:23:02				
8-1-2011 17:24:02				
8-1-2011 17:25:02				
8-1-2011 17:26:02				
8-1-2011 17:27:02				
8-1-2011 17:28:02	0.112587	0.000188934		
8-1-2011 17:29:02				
8-1-2011 17:30:02				
8-1-2011 17:31:02				
8-1-2011 17:32:02				
8-1-2011 17:33:02				
8-1-2011 17:34:02				
8-1-2011 17:35:02				
8-1-2011 17:36:02				
8-1-2011 17:37:02				
8-1-2011 17:38:02	0.101385	0.000133237		
8-1-2011 17:39:02				
8-1-2011 17:40:02				
8-1-2011 17:41:02				
8-1-2011 17:42:02				
8-1-2011 17:43:02				
8-1-2011 17:44:02				
8-1-2011 17:45:02				
8-1-2011 17:46:02				
8-1-2011 17:47:02				
8-1-2011 17:48:02	0.102797	0.000213494		
8-1-2011 17:49:02				
8-1-2011 17:50:02				
8-1-2011 17:51:02				
8-1-2011 17:52:02				
8-1-2011 17:53:02				
8-1-2011 17:54:02				
8-1-2011 17:55:02				
8-1-2011 17:56:02				
8-1-2011 17:57:02				
8-1-2011 17:58:02	0.0941218	0.000227671		
8-1-2011 17:59:02				
8-1-2011 18:00:02				
8-1-2011 18:01:02				
8-1-2011 18:02:02				
8-1-2011 18:03:02				
8-1-2011 18:04:02				
8-1-2011 18:05:02				
8-1-2011 18:06:02				
8-1-2011 18:07:02				
8-1-2011 18:08:02	0.134255	0.000213357		
8-1-2011 18:09:02				
8-1-2011 18:10:02				
8-1-2011 18:11:02				
8-1-2011 18:12:02				
8-1-2011 18:13:02				
8-1-2011 18:14:02				
8-1-2011 18:15:02				
8-1-2011 18:16:02				
8-1-2011 18:17:02				
8-1-2011 18:18:02	0.0957361	0.000184761		
8-1-2011 18:19:02				
8-1-2011 18:20:02				
8-1-2011 18:21:02				
8-1-2011 18:22:02				
8-1-2011 18:23:02				
8-1-2011 18:24:02				
8-1-2011 18:25:02				
8-1-2011 18:26:02				
8-1-2011 18:27:02				
8-1-2011 18:28:02	0.104093	0.000206405		
8-1-2011 18:29:02				
8-1-2011 18:30:02				
8-1-2011 18:31:02				
8-1-2011 18:32:02				
8-1-2011 18:33:02				
8-1-2011 18:34:02				
8-1-2011 18:35:02				
8-1-2011 18:36:02				
8-1-2011 18:37:02				
8-1-2011 18:38:02	0.93466	0.00147227		
8-1-2011 18:39:02	0	0		
8-1-2011 18:40:02				
8-1-2011 18:41:02				
8-1-2011 18:42:02				
8-1-2011 18:43:02				
8-1-2011 18:44:02				
8-1-2011 18:45:02				
8-1-2011 18:46:02				
8-1-2011 18:47:02				
8-1-2011 18:48:02	0.0955527	0.000212615		
8-1-2011 18:49:02				
8-1-2011 18:50:02				
8-1-2011 18:51:02				
8-1-2011 18:52:02				
8-1-2011 18:53:02				
8-1-2011 18:54:02				
8-1-2011 18:55:02				
8-1-2011 18:56:02				
8-1-2011 18:57:02				
8-1-2011 18:58:02	0.118966	0.00022546		
8-1-2011 18:59:02				
8-1-2011 19:00:02				
8-1-2011 19:01:02				
8-1-2011 19:02:02				
8-1-2011 19:03:02				
8-1-2011 19:04:02				
8-1-2011 19:05:02				
8-1-2011 19:06:02				
8-1-2011 19:07:02				
8-1-2011 19:08:02	0.111993	0.000152528		
8-1-2011 19:09:02				
8-1-2011 19:10:02				
8-1-2011 19:11:02				
8-1-2011 19:12:02				
8-1-2011 19:13:02				
8-1-2011 19:14:02				
8-1-2011 19:15:02				
8-1-2011 19:16:02				
8-1-2011 19:17:02				
8-1-2011 19:18:02	0.846258	0.0014141		
8-1-2011 19:19:02				
8-1-2011 19:20:02				
8-1-2011 19:21:02				
8-1-2011 19:22:02				
8-1-2011 19:23:02				
8-1-2011 19:24:02				
8-1-2011 19:25:02				
8-1-2011 19:26:02				
8-1-2011 19:27:02				
8-1-2011 19:28:02	1.22913	0.00176531		
8-1-2011 19:29:02				
8-1-2011 19:30:02				
8-1-2011 19:31:02				
8-1-2011 19:32:02				
8-1-2011 19:33:02				
8-1-2011 19:34:02				
8-1-2011 19:35:02				
8-1-2011 19:36:02				
8-1-2011 19:37:02				
8-1-2011 19:38:02	1.13529	0.0016815		
8-1-2011 19:39:02				
8-1-2011 19:40:02				
8-1-2011 19:41:02				
8-1-2011 19:42:02				
8-1-2011 19:43:02				
8-1-2011 19:44:02				
8-1-2011 19:45:02				
8-1-2011 19:46:02				
8-1-2011 19:47:02				
8-1-2011 19:48:02	0.775319	0.00111716		
8-1-2011 19:49:02				
8-1-2011 19:50:02				
8-1-2011 19:51:02				
8-1-2011 19:52:02				
8-1-2011 19:53:02				
8-1-2011 19:54:02				
8-1-2011 19:55:02				
8-1-2011 19:56:02				
8-1-2011 19:57:02				
8-1-2011 19:58:02	0.740977	0.00112118		
8-1-2011 19:59:02				
8-1-2011 20:00:02				
8-1-2011 20:01:02				
8-1-2011 20:02:02				
8-1-2011 20:03:02				
8-1-2011 20:04:02				
8-1-2011 20:05:02				
8-1-2011 20:06:02				
8-1-2011 20:07:02				
8-1-2011 20:08:02	8.42703	0.013614		
8-1-2011 20:09:02	0.00184202	5.33E-06		
8-1-2011 20:10:02				
8-1-2011 20:11:02				
8-1-2011 20:12:02				
8-1-2011 20:13:02				
8-1-2011 20:14:02				
8-1-2011 20:15:02				
8-1-2011 20:16:02				
8-1-2011 20:17:02				
8-1-2011 20:18:02	0.961466	0.00138604		
8-1-2011 20:19:02				
8-1-2011 20:20:02				
8-1-2011 20:21:02				
8-1-2011 20:22:02				
8-1-2011 20:23:02				
8-1-2011 20:24:02				
8-1-2011 20:25:02				
8-1-2011 20:26:02				
8-1-2011 20:27:02				
8-1-2011 20:28:02	0.703326	0.000914145		
8-1-2011 20:29:02				
8-1-2011 20:30:02				
8-1-2011 20:31:02				
8-1-2011 20:32:02				
8-1-2011 20:33:02				
8-1-2011 20:34:02				
8-1-2011 20:35:02				
8-1-2011 20:36:02				
8-1-2011 20:37:02				
8-1-2011 20:38:02	0.42644	0.000583482		
8-1-2011 20:39:02				
8-1-2011 20:40:02				
8-1-2011 20:41:02				
8-1-2011 20:42:02				
8-1-2011 20:43:02				
8-1-2011 20:44:02				
8-1-2011 20:45:02				
8-1-2011 20:46:02				
8-1-2011 20:47:02				
8-1-2011 20:48:02	0.338054	0.000557264		
8-1-2011 20:49:02				
8-1-2011 20:50:02				
8-1-2011 20:51:02				
8-1-2011 20:52:02				
8-1-2011 20:53:02				
8-1-2011 20:54:02				
8-1-2011 20:55:02				
8-1-2011 20:56:02				
8-1-2011 20:57:02				
8-1-2011 20:58:02	0.387772	0.000670827		
8-1-2011 20:59:02				
8-1-2011 21:00:02				
8-1-2011 21:01:02				
8-1-2011 21:02:02				
8-1-2011 21:03:02				
8-1-2011 21:04:02				
8-1-2011 21:05:02				
8-1-2011 21:06:02				
8-1-2011 21:07:02				
8-1-2011 21:08:02	0.313121	0.000462006		
8-1-2011 21:09:02				
8-1-2011 21:10:02				
8-1-2011 21:11:02				
8-1-2011 21:12:02				
8-1-2011 21:13:02				
8-1-2011 21:14:02				
8-1-2011 21:15:02				
8-1-2011 21:16:02				
8-1-2011 21:17:02				
8-1-2011 21:18:02	0.214188	0.000272293		
8-1-2011 21:19:02				
8-1-2011 21:20:02				
8-1-2011 21:21:02				
8-1-2011 21:22:02				
8-1-2011 21:23:02				
8-1-2011 21:24:02				
8-1-2011 21:25:02				
8-1-2011 21:26:02				
8-1-2011 21:27:02				
8-1-2011 21:28:02	0.185084	0.0002932		
8-1-2011 21:29:02				
8-1-2011 21:30:02				
8-1-2011 21:31:02				
8-1-2011 21:32:02				
8-1-2011 21:33:02				
8-1-2011 21:34:02				
8-1-2011 21:35:02				
8-1-2011 21:36:02				
8-1-2011 21:37:02				
8-1-2011 21:38:02	0.203542	0.000305846		
8-1-2011 21:39:02				
8-1-2011 21:40:02				
8-1-2011 21:41:02				
8-1-2011 21:42:02				
8-1-2011 21:43:02				
8-1-2011 21:44:02				
8-1-2011 21:45:02				
8-1-2011 21:46:02				
8-1-2011 21:47:02				
8-1-2011 21:48:02	0.222713	0.000426555		
8-1-2011 21:49:02				
8-1-2011 21:50:02				
8-1-2011 21:51:02				
8-1-2011 21:52:02				
8-1-2011 21:53:02				
8-1-2011 21:54:02				
8-1-2011 21:55:02				
8-1-2011 21:56:02				
8-1-2011 21:57:02				
8-1-2011 21:58:02	0.187675	0.000301881		
8-1-2011 21:59:02				
8-1-2011 22:00:02				
8-1-2011 22:01:02				
8-1-2011 22:02:02				
8-1-2011 22:03:02				
8-1-2011 22:04:02				
8-1-2011 22:05:02				
8-1-2011 22:06:02				
8-1-2011 22:07:02				
8-1-2011 22:08:02	0.193526	0.000283976		
8-1-2011 22:09:02				
8-1-2011 22:10:02				
8-1-2011 22:11:02				
8-1-2011 22:12:02				
8-1-2011 22:13:02				
8-1-2011 22:14:02				
8-1-2011 22:15:02				
8-1-2011 22:16:02				
8-1-2011 22:17:02				
8-1-2011 22:18:02	0.231261	0.000362852		
8-1-2011 22:19:02				
8-1-2011 22:20:02				
8-1-2011 22:21:02				
8-1-2011 22:22:02				
8-1-2011 22:23:02				
8-1-2011 22:24:02				
8-1-2011 22:25:02				
8-1-2011 22:26:02				
8-1-2011 22:27:02				
8-1-2011 22:28:02	0.244908	0.00033058		
8-1-2011 22:29:02				
8-1-2011 22:30:02				
8-1-2011 22:31:02				
8-1-2011 22:32:02				
8-1-2011 22:33:02				
8-1-2011 22:34:02				
8-1-2011 22:35:02				
8-1-2011 22:36:02				
8-1-2011 22:37:02				
8-1-2011 22:38:02	0.258857	0.000415318		
8-1-2011 22:39:02				
8-1-2011 22:40:02				
8-1-2011 22:41:02				
8-1-2011 22:42:02				
8-1-2011 22:43:02				
8-1-2011 22:44:02				
8-1-2011 22:45:02				
8-1-2011 22:46:02				
8-1-2011 22:47:02				
8-1-2011 22:48:02	0.228009	0.000323279		
8-1-2011 22:49:02				
8-1-2011 22:50:02				
8-1-2011 22:51:02				
8-1-2011 22:52:02				
8-1-2011 22:53:02				
8-1-2011 22:54:02				
8-1-2011 22:55:02				
8-1-2011 22:56:02				
8-1-2011 22:57:02				
8-1-2011 22:58:02	0.228475	0.000343671		
8-1-2011 22:59:02				
8-1-2011 23:00:02				
8-1-2011 23:01:02				
8-1-2011 23:02:02				
8-1-2011 23:03:02				
8-1-2011 23:04:02				
8-1-2011 23:05:02				
8-1-2011 23:06:02				
8-1-2011 23:07:02				
8-1-2011 23:08:02	0.449515	0.000675165		
8-1-2011 23:09:02				
8-1-2011 23:10:02				
8-1-2011 23:11:02				
8-1-2011 23:12:02				
8-1-2011 23:13:02				
8-1-2011 23:14:02				
8-1-2011 23:15:02				
8-1-2011 23:16:02				
8-1-2011 23:17:02				
8-1-2011 23:18:02	0.619588	0.000884655		
8-1-2011 23:19:02				
8-1-2011 23:20:02				
8-1-2011 23:21:02				
8-1-2011 23:22:02				
8-1-2011 23:23:02				
8-1-2011 23:24:02				
8-1-2011 23:25:02				
8-1-2011 23:26:02				
8-1-2011 23:27:02				
8-1-2011 23:28:02	0.697611	0.00106925		
8-1-2011 23:29:02				
8-1-2011 23:30:02				
8-1-2011 23:31:02				
8-1-2011 23:32:02				
8-1-2011 23:33:02				
8-1-2011 23:34:02				
8-1-2011 23:35:02				
8-1-2011 23:36:02				
8-1-2011 23:37:02				
8-1-2011 23:38:02	0.801227	0.00108956		
8-1-2011 23:39:02				
8-1-2011 23:40:02				
8-1-2011 23:41:02				
8-1-2011 23:42:02				
8-1-2011 23:43:02				
8-1-2011 23:44:02				
8-1-2011 23:45:02				
8-1-2011 23:46:02				
8-1-2011 23:47:02				
8-1-2011 23:48:02	1.39373	0.00181619		
8-1-2011 23:49:02				
8-1-2011 23:50:02				
8-1-2011 23:51:02				
8-1-2011 23:52:02				
8-1-2011 23:53:02				
8-1-2011 23:54:02				
8-1-2011 23:55:02				
8-1-2011 23:56:02				
8-1-2011 23:57:02				
8-1-2011 23:58:02	13.3895	0.0210954		
