time centers	number conc BBHG	mass conc BBHG	"this is for 20140801 sp217 using calib ID 4 (linear fit) with AD corr added, file x001-x007"			
8-1-2014 00:07:45	17.4914	0.0259609				
8-1-2014 00:07:55	17.9992	0.0269054				
8-1-2014 00:08:05	17.0051	0.0269406				
8-1-2014 00:08:15	20.4914	0.0354237				
8-1-2014 00:08:25	14.5072	0.0202251				
8-1-2014 00:08:35	18.505	0.0339926				
8-1-2014 00:08:45	18.4881	0.0274924				
8-1-2014 00:08:55	20.0063	0.027464				
8-1-2014 00:09:05	26.5009	0.0323584				
8-1-2014 00:09:15	23.0061	0.0333935				
8-1-2014 00:09:25	25.5011	0.0361308				
8-1-2014 00:09:35	15.9939	0.0179136				
8-1-2014 00:09:45	18.4918	0.038219				
8-1-2014 00:09:55	15.0297	0.0274138				
8-1-2014 00:10:05	20.9625	0.0228037				
8-1-2014 00:10:15	14.9975	0.030007				
8-1-2014 00:10:25	15.9989	0.0288316				
8-1-2014 00:10:35	21.0144	0.0322628				
8-1-2014 00:10:45	16.4958	0.0305933				
8-1-2014 00:10:55	18.5257	0.0269417				
8-1-2014 00:11:05	22.0004	0.0423318				
8-1-2014 00:11:15	27.9549	0.0380483				
8-1-2014 00:11:25	19.5036	0.0321652				
8-1-2014 00:11:35	18.5037	0.0383067				
8-1-2014 00:11:45	21.5219	0.0293991				
8-1-2014 00:11:55	17.9766	0.0304721				
8-1-2014 00:12:05	19.0034	0.0349518				
8-1-2014 00:12:15	16.0018	0.0333458				
8-1-2014 00:12:25	21.5307	0.0323202				
8-1-2014 00:12:35	20.4635	0.0239515				
8-1-2014 00:12:45	21.0327	0.0243219				
8-1-2014 00:12:55	24.4956	0.0350708				
8-1-2014 00:13:05	15.9806	0.0294138				
8-1-2014 00:13:15	18.5263	0.0311359				
8-1-2014 00:13:25	17.0052	0.0211644				
8-1-2014 00:13:35	24.9876	0.0497599				
8-1-2014 00:13:45	23.5043	0.0317675				
8-1-2014 00:13:55	19.9985	0.021039				
8-1-2014 00:14:05	22.4971	0.0461531				
8-1-2014 00:14:15	20.5135	0.0318253				
8-1-2014 00:14:25	16.9932	0.0249858				
8-1-2014 00:14:35	19.9956	0.0218046				
8-1-2014 00:14:45	17.4924	0.0193588				
8-1-2014 00:14:55	23.5231	0.0436441				
8-1-2014 00:15:05	26.484	0.0459611				
8-1-2014 00:15:15	18.4992	0.0264017				
8-1-2014 00:15:25	21.4661	0.0250436				
8-1-2014 00:15:35	18.5295	0.0218657				
8-1-2014 00:15:45	15.9976	0.0171356				
8-1-2014 00:15:55	22.5011	0.0209644				
8-1-2014 00:16:05	23.5023	0.0402752				
8-1-2014 00:16:15	24.5005	0.0265204				
8-1-2014 00:16:25	18.5017	0.0285554				
8-1-2014 00:16:35	15.9976	0.0257642				
8-1-2014 00:16:45	18.5125	0.0267088				
8-1-2014 00:16:55	16.9979	0.0177241				
8-1-2014 00:17:05	20.9941	0.0363003				
8-1-2014 00:17:15	20.5021	0.039058				
8-1-2014 00:17:25	20.9953	0.0321386				
8-1-2014 00:17:35	14.0019	0.015916				
8-1-2014 00:17:45	18.4957	0.023579				
8-1-2014 00:17:55	17.9999	0.0232422				
8-1-2014 00:18:05	16.5006	0.01912				
8-1-2014 00:18:15	24.5131	0.031204				
8-1-2014 00:18:25	23.9973	0.0649779				
8-1-2014 00:18:35	19.0044	0.0249181				
8-1-2014 00:18:45	21.9841	0.0257609				
8-1-2014 00:18:55	22.0201	0.038995				
8-1-2014 00:19:05	18.4942	0.0314231				
8-1-2014 00:19:15	14.0025	0.0136138				
8-1-2014 00:19:25	16.9909	0.0205184				
8-1-2014 00:19:35	16.5014	0.0220861				
8-1-2014 00:19:45	23.0082	0.0269004				
8-1-2014 00:19:55	21.4928	0.0241322				
8-1-2014 00:20:05	19.4843	0.0320682				
8-1-2014 00:20:15	19.0187	0.03017				
8-1-2014 00:20:25	22.0004	0.0465869				
8-1-2014 00:20:35	17.5007	0.0272552				
8-1-2014 00:20:45	21.0042	0.0232302				
8-1-2014 00:20:55	15.491	0.0257969				
8-1-2014 00:21:05	18.9964	0.0298362				
8-1-2014 00:21:15	19.0055	0.0166068				
8-1-2014 00:21:25	17.4979	0.0360525				
8-1-2014 00:21:35	14.5072	0.0131955				
8-1-2014 00:21:45	18.9949	0.0240798				
8-1-2014 00:21:55	18.4956	0.0240414				
8-1-2014 00:22:05	16.9964	0.0272654				
8-1-2014 00:22:15	14.496	0.0203447				
8-1-2014 00:22:25	21.5163	0.0311881				
8-1-2014 00:22:35	19.0046	0.021476				
8-1-2014 00:22:45	14.9896	0.0152507				
8-1-2014 00:22:55	21.9959	0.0233359				
8-1-2014 00:23:05	20.5108	0.0415357				
8-1-2014 00:23:15	16.0063	0.0239473				
8-1-2014 00:23:25	12.4914	0.0160227				
8-1-2014 00:23:35	23.5268	0.0364276				
8-1-2014 00:23:45	17.4792	0.0318444				
8-1-2014 00:23:55	13.0054	0.0201431				
8-1-2014 00:24:05	21.5108	0.0334801				
8-1-2014 00:24:15	15.9898	0.0206629				
8-1-2014 00:24:25	14.9909	0.0254305				
8-1-2014 00:24:35	19.5124	0.0253654				
8-1-2014 00:24:45	14.5016	0.019006				
8-1-2014 00:24:55	19.4931	0.0270624				
8-1-2014 00:25:05	23.0021	0.0318912				
8-1-2014 00:25:15	28.0158	0.0332177				
8-1-2014 00:25:25	18.0033	0.024792				
8-1-2014 00:25:35	19.4818	0.0432514				
8-1-2014 00:25:45	17.0077	0.0240884				
8-1-2014 00:25:55	19.0042	0.015541				
8-1-2014 00:26:05	17.9979	0.0279619				
8-1-2014 00:26:15	15.9905	0.015172				
8-1-2014 00:26:25	16.0073	0.0264974				
8-1-2014 00:26:35	22	0.0310051				
8-1-2014 00:26:45	46.9847	0.0524119				
8-1-2014 00:26:55	19.4891	0.0237165				
8-1-2014 00:27:05	21.5064	0.0323631				
8-1-2014 00:27:15	22.5066	0.0343138				
8-1-2014 00:27:25	17.6814	0.0293955				
8-1-2014 00:27:35	17.515	0.0348731				
8-1-2014 00:27:45	22.4983	0.0329544				
8-1-2014 00:27:55	17.0018	0.0299962				
8-1-2014 00:28:05	20.0238	0.0378737				
8-1-2014 00:28:15	19.9787	0.0294193				
8-1-2014 00:28:25	18.9911	0.0218977				
8-1-2014 00:28:35	18.5024	0.0319694				
8-1-2014 00:28:45	18.5026	0.0267175				
8-1-2014 00:28:55	20.9919	0.033652				
8-1-2014 00:29:05	19.0126	0.0276245				
8-1-2014 00:29:15	24.4838	0.0240839				
8-1-2014 00:29:25	17.5044	0.023357				
8-1-2014 00:29:35	14.4937	0.0187541				
